cell_name,batch,cell_type
human2_lib3.final_cell_0475,inDrop2,beta
human2_lib3.final_cell_0476,inDrop2,alpha
human2_lib3.final_cell_0477,inDrop2,gamma
human2_lib3.final_cell_0478,inDrop2,ductal
human2_lib3.final_cell_0479,inDrop2,beta
human2_lib3.final_cell_0480,inDrop2,ductal
human2_lib3.final_cell_0481,inDrop2,beta
human2_lib3.final_cell_0482,inDrop2,alpha
human2_lib3.final_cell_0483,inDrop2,alpha
human2_lib3.final_cell_0484,inDrop2,beta
human2_lib3.final_cell_0485,inDrop2,alpha
human2_lib3.final_cell_0486,inDrop2,alpha
human2_lib3.final_cell_0487,inDrop2,ductal
human2_lib3.final_cell_0488,inDrop2,activated_stellate
human2_lib3.final_cell_0489,inDrop2,alpha
human2_lib3.final_cell_0490,inDrop2,ductal
human2_lib3.final_cell_0491,inDrop2,delta
human2_lib3.final_cell_0492,inDrop2,alpha
human2_lib3.final_cell_0493,inDrop2,quiescent_stellate
human2_lib3.final_cell_0494,inDrop2,gamma
human2_lib3.final_cell_0495,inDrop2,beta
human2_lib3.final_cell_0496,inDrop2,mast
human2_lib3.final_cell_0497,inDrop2,alpha
human2_lib3.final_cell_0498,inDrop2,quiescent_stellate
human2_lib3.final_cell_0499,inDrop2,alpha
human2_lib3.final_cell_0500,inDrop2,activated_stellate
human2_lib3.final_cell_0501,inDrop2,alpha
human2_lib3.final_cell_0502,inDrop2,beta
human2_lib3.final_cell_0503,inDrop2,alpha
human2_lib3.final_cell_0504,inDrop2,alpha
human2_lib3.final_cell_0505,inDrop2,ductal
human2_lib3.final_cell_0506,inDrop2,ductal
human2_lib3.final_cell_0507,inDrop2,ductal
human2_lib3.final_cell_0508,inDrop2,beta
human2_lib3.final_cell_0509,inDrop2,endothelial
human2_lib3.final_cell_0510,inDrop2,ductal
human2_lib3.final_cell_0511,inDrop2,beta
human2_lib3.final_cell_0512,inDrop2,ductal
human2_lib3.final_cell_0513,inDrop2,alpha
human2_lib3.final_cell_0514,inDrop2,alpha
human2_lib3.final_cell_0515,inDrop2,beta
human2_lib3.final_cell_0516,inDrop2,gamma
human2_lib3.final_cell_0517,inDrop2,alpha
human2_lib3.final_cell_0518,inDrop2,alpha
human2_lib3.final_cell_0519,inDrop2,beta
human2_lib3.final_cell_0520,inDrop2,alpha
human2_lib3.final_cell_0521,inDrop2,beta
human2_lib3.final_cell_0522,inDrop2,beta
human2_lib3.final_cell_0523,inDrop2,endothelial
human2_lib3.final_cell_0524,inDrop2,beta
human2_lib3.final_cell_0525,inDrop2,mast
human2_lib3.final_cell_0526,inDrop2,gamma
human2_lib3.final_cell_0527,inDrop2,gamma
human2_lib3.final_cell_0528,inDrop2,alpha
human2_lib3.final_cell_0529,inDrop2,ductal
human2_lib3.final_cell_0530,inDrop2,mast
human2_lib3.final_cell_0531,inDrop2,alpha
human2_lib3.final_cell_0532,inDrop2,alpha
human2_lib3.final_cell_0533,inDrop2,alpha
human2_lib3.final_cell_0534,inDrop2,beta
human2_lib3.final_cell_0535,inDrop2,alpha
human2_lib3.final_cell_0536,inDrop2,alpha
human2_lib3.final_cell_0537,inDrop2,alpha
human2_lib3.final_cell_0538,inDrop2,alpha
human2_lib3.final_cell_0539,inDrop2,alpha
human2_lib3.final_cell_0540,inDrop2,ductal
human2_lib3.final_cell_0541,inDrop2,alpha
human2_lib3.final_cell_0542,inDrop2,beta
human2_lib3.final_cell_0543,inDrop2,beta
human2_lib3.final_cell_0544,inDrop2,alpha
human2_lib3.final_cell_0545,inDrop2,activated_stellate
human2_lib3.final_cell_0546,inDrop2,mast
human2_lib3.final_cell_0547,inDrop2,activated_stellate
human2_lib3.final_cell_0548,inDrop2,alpha
human2_lib3.final_cell_0549,inDrop2,ductal
human2_lib3.final_cell_0550,inDrop2,beta
human2_lib3.final_cell_0551,inDrop2,alpha
human2_lib3.final_cell_0552,inDrop2,ductal
human2_lib3.final_cell_0553,inDrop2,gamma
human2_lib3.final_cell_0554,inDrop2,beta
human2_lib3.final_cell_0555,inDrop2,beta
human2_lib3.final_cell_0556,inDrop2,alpha
human2_lib3.final_cell_0557,inDrop2,beta
human2_lib3.final_cell_0558,inDrop2,alpha
human2_lib3.final_cell_0559,inDrop2,gamma
human2_lib3.final_cell_0560,inDrop2,beta
human2_lib3.final_cell_0561,inDrop2,activated_stellate
human2_lib3.final_cell_0562,inDrop2,macrophage
human2_lib3.final_cell_0563,inDrop2,ductal
human2_lib3.final_cell_0564,inDrop2,activated_stellate
human2_lib3.final_cell_0565,inDrop2,alpha
human3_lib1.final_cell_0001,inDrop3,acinar
human3_lib1.final_cell_0002,inDrop3,acinar
human3_lib1.final_cell_0003,inDrop3,acinar
human3_lib1.final_cell_0004,inDrop3,acinar
human3_lib1.final_cell_0005,inDrop3,acinar
human3_lib1.final_cell_0006,inDrop3,acinar
human3_lib1.final_cell_0007,inDrop3,acinar
human3_lib1.final_cell_0008,inDrop3,acinar
human3_lib1.final_cell_0009,inDrop3,acinar
human3_lib1.final_cell_0010,inDrop3,acinar
human3_lib1.final_cell_0011,inDrop3,acinar
human3_lib1.final_cell_0012,inDrop3,acinar
human3_lib1.final_cell_0013,inDrop3,acinar
human3_lib1.final_cell_0014,inDrop3,acinar
human3_lib1.final_cell_0015,inDrop3,acinar
human3_lib1.final_cell_0016,inDrop3,acinar
human3_lib1.final_cell_0017,inDrop3,acinar
human3_lib1.final_cell_0018,inDrop3,acinar
human3_lib1.final_cell_0019,inDrop3,acinar
human3_lib1.final_cell_0020,inDrop3,acinar
human3_lib1.final_cell_0021,inDrop3,acinar
human3_lib1.final_cell_0022,inDrop3,acinar
human3_lib1.final_cell_0023,inDrop3,acinar
human3_lib1.final_cell_0024,inDrop3,acinar
human3_lib1.final_cell_0025,inDrop3,acinar
human3_lib1.final_cell_0026,inDrop3,acinar
human3_lib1.final_cell_0027,inDrop3,acinar
human3_lib1.final_cell_0028,inDrop3,delta
human3_lib1.final_cell_0029,inDrop3,acinar
human3_lib1.final_cell_0030,inDrop3,delta
human3_lib1.final_cell_0031,inDrop3,acinar
human3_lib1.final_cell_0032,inDrop3,acinar
human3_lib1.final_cell_0033,inDrop3,acinar
human3_lib1.final_cell_0034,inDrop3,acinar
human3_lib1.final_cell_0035,inDrop3,acinar
human3_lib1.final_cell_0036,inDrop3,acinar
human3_lib1.final_cell_0037,inDrop3,acinar
human3_lib1.final_cell_0038,inDrop3,acinar
human3_lib1.final_cell_0039,inDrop3,delta
human3_lib1.final_cell_0040,inDrop3,acinar
human3_lib1.final_cell_0041,inDrop3,acinar
human3_lib1.final_cell_0042,inDrop3,acinar
human3_lib1.final_cell_0043,inDrop3,acinar
human3_lib1.final_cell_0044,inDrop3,acinar
human3_lib1.final_cell_0045,inDrop3,acinar
human3_lib1.final_cell_0046,inDrop3,acinar
human3_lib1.final_cell_0047,inDrop3,acinar
human3_lib1.final_cell_0048,inDrop3,ductal
human3_lib1.final_cell_0049,inDrop3,acinar
human3_lib1.final_cell_0050,inDrop3,acinar
human3_lib1.final_cell_0051,inDrop3,acinar
human3_lib1.final_cell_0052,inDrop3,acinar
human3_lib1.final_cell_0053,inDrop3,acinar
human3_lib1.final_cell_0054,inDrop3,acinar
human3_lib1.final_cell_0055,inDrop3,acinar
human3_lib1.final_cell_0056,inDrop3,alpha
human3_lib1.final_cell_0057,inDrop3,acinar
human3_lib1.final_cell_0058,inDrop3,acinar
human3_lib1.final_cell_0059,inDrop3,acinar
human3_lib1.final_cell_0060,inDrop3,acinar
human3_lib1.final_cell_0061,inDrop3,acinar
human3_lib1.final_cell_0062,inDrop3,acinar
human3_lib1.final_cell_0063,inDrop3,acinar
human3_lib1.final_cell_0064,inDrop3,beta
human3_lib1.final_cell_0065,inDrop3,ductal
human3_lib1.final_cell_0066,inDrop3,acinar
human3_lib1.final_cell_0067,inDrop3,acinar
human3_lib1.final_cell_0068,inDrop3,alpha
human3_lib1.final_cell_0069,inDrop3,acinar
human3_lib1.final_cell_0070,inDrop3,acinar
human3_lib1.final_cell_0071,inDrop3,endothelial
human3_lib1.final_cell_0072,inDrop3,acinar
human3_lib1.final_cell_0073,inDrop3,acinar
human3_lib1.final_cell_0074,inDrop3,acinar
human3_lib1.final_cell_0075,inDrop3,delta
human3_lib1.final_cell_0076,inDrop3,acinar
human3_lib1.final_cell_0077,inDrop3,acinar
human3_lib1.final_cell_0078,inDrop3,acinar
human3_lib1.final_cell_0079,inDrop3,acinar
human3_lib1.final_cell_0080,inDrop3,acinar
human3_lib1.final_cell_0081,inDrop3,alpha
human3_lib1.final_cell_0082,inDrop3,acinar
human3_lib1.final_cell_0083,inDrop3,alpha
human3_lib1.final_cell_0084,inDrop3,acinar
human3_lib1.final_cell_0085,inDrop3,acinar
human3_lib1.final_cell_0086,inDrop3,acinar
human3_lib1.final_cell_0087,inDrop3,acinar
human3_lib1.final_cell_0088,inDrop3,activated_stellate
human3_lib1.final_cell_0089,inDrop3,acinar
human3_lib1.final_cell_0090,inDrop3,acinar
human3_lib1.final_cell_0091,inDrop3,delta
human3_lib1.final_cell_0092,inDrop3,acinar
human3_lib1.final_cell_0093,inDrop3,acinar
human3_lib1.final_cell_0094,inDrop3,acinar
human3_lib1.final_cell_0095,inDrop3,acinar
human3_lib1.final_cell_0096,inDrop3,acinar
human3_lib1.final_cell_0097,inDrop3,acinar
human3_lib1.final_cell_0098,inDrop3,acinar
human3_lib1.final_cell_0099,inDrop3,beta
human3_lib1.final_cell_0100,inDrop3,beta
human3_lib1.final_cell_0101,inDrop3,acinar
human3_lib1.final_cell_0102,inDrop3,alpha
human3_lib1.final_cell_0103,inDrop3,alpha
human3_lib1.final_cell_0104,inDrop3,delta
human3_lib1.final_cell_0105,inDrop3,acinar
human3_lib1.final_cell_0106,inDrop3,delta
human3_lib1.final_cell_0107,inDrop3,acinar
human3_lib1.final_cell_0108,inDrop3,acinar
human3_lib1.final_cell_0109,inDrop3,acinar
human3_lib1.final_cell_0110,inDrop3,delta
human3_lib1.final_cell_0111,inDrop3,alpha
human3_lib1.final_cell_0112,inDrop3,acinar
human3_lib1.final_cell_0113,inDrop3,acinar
human3_lib1.final_cell_0114,inDrop3,delta
human3_lib1.final_cell_0115,inDrop3,alpha
human3_lib1.final_cell_0116,inDrop3,acinar
human3_lib1.final_cell_0117,inDrop3,acinar
human3_lib1.final_cell_0118,inDrop3,alpha
human3_lib1.final_cell_0119,inDrop3,acinar
human3_lib1.final_cell_0120,inDrop3,acinar
human3_lib1.final_cell_0121,inDrop3,acinar
human3_lib1.final_cell_0122,inDrop3,beta
human3_lib1.final_cell_0123,inDrop3,acinar
human3_lib1.final_cell_0124,inDrop3,acinar
human3_lib1.final_cell_0125,inDrop3,acinar
human3_lib1.final_cell_0126,inDrop3,beta
human3_lib1.final_cell_0127,inDrop3,alpha
human3_lib1.final_cell_0128,inDrop3,delta
human3_lib1.final_cell_0129,inDrop3,alpha
human3_lib1.final_cell_0130,inDrop3,delta
human3_lib1.final_cell_0131,inDrop3,acinar
human3_lib1.final_cell_0132,inDrop3,beta
human3_lib1.final_cell_0133,inDrop3,ductal
human3_lib1.final_cell_0134,inDrop3,beta
human3_lib1.final_cell_0135,inDrop3,ductal
human3_lib1.final_cell_0136,inDrop3,delta
human3_lib1.final_cell_0137,inDrop3,beta
human3_lib1.final_cell_0138,inDrop3,acinar
human3_lib1.final_cell_0139,inDrop3,alpha
human3_lib1.final_cell_0140,inDrop3,beta
human3_lib1.final_cell_0141,inDrop3,delta
human3_lib1.final_cell_0142,inDrop3,activated_stellate
human3_lib1.final_cell_0143,inDrop3,beta
human3_lib1.final_cell_0144,inDrop3,alpha
human3_lib1.final_cell_0145,inDrop3,delta
human3_lib1.final_cell_0146,inDrop3,acinar
human3_lib1.final_cell_0147,inDrop3,beta
human3_lib1.final_cell_0148,inDrop3,alpha
human3_lib1.final_cell_0149,inDrop3,beta
human3_lib1.final_cell_0150,inDrop3,acinar
human3_lib1.final_cell_0151,inDrop3,beta
human3_lib1.final_cell_0152,inDrop3,alpha
human3_lib1.final_cell_0153,inDrop3,alpha
human3_lib1.final_cell_0154,inDrop3,beta
human3_lib1.final_cell_0155,inDrop3,acinar
human3_lib1.final_cell_0156,inDrop3,alpha
human3_lib1.final_cell_0157,inDrop3,activated_stellate
human3_lib1.final_cell_0158,inDrop3,acinar
human3_lib1.final_cell_0159,inDrop3,beta
human3_lib1.final_cell_0160,inDrop3,ductal
human3_lib1.final_cell_0161,inDrop3,acinar
human3_lib1.final_cell_0162,inDrop3,ductal
human3_lib1.final_cell_0163,inDrop3,beta
human3_lib1.final_cell_0164,inDrop3,beta
human3_lib1.final_cell_0165,inDrop3,delta
human3_lib1.final_cell_0166,inDrop3,beta
human3_lib1.final_cell_0167,inDrop3,beta
human3_lib1.final_cell_0168,inDrop3,acinar
human3_lib1.final_cell_0169,inDrop3,alpha
human3_lib1.final_cell_0170,inDrop3,acinar
human3_lib1.final_cell_0171,inDrop3,alpha
human3_lib1.final_cell_0172,inDrop3,acinar
human3_lib1.final_cell_0173,inDrop3,alpha
human3_lib1.final_cell_0174,inDrop3,acinar
human3_lib1.final_cell_0175,inDrop3,beta
human3_lib1.final_cell_0176,inDrop3,beta
human3_lib1.final_cell_0177,inDrop3,alpha
human3_lib1.final_cell_0178,inDrop3,beta
human3_lib1.final_cell_0179,inDrop3,acinar
human3_lib1.final_cell_0180,inDrop3,beta
human3_lib1.final_cell_0181,inDrop3,acinar
human3_lib1.final_cell_0182,inDrop3,alpha
human3_lib1.final_cell_0183,inDrop3,beta
human3_lib1.final_cell_0184,inDrop3,alpha
human3_lib1.final_cell_0185,inDrop3,acinar
human3_lib1.final_cell_0186,inDrop3,alpha
human3_lib1.final_cell_0187,inDrop3,alpha
human3_lib1.final_cell_0188,inDrop3,delta
human3_lib1.final_cell_0189,inDrop3,beta
human3_lib1.final_cell_0190,inDrop3,acinar
human3_lib1.final_cell_0191,inDrop3,alpha
human3_lib1.final_cell_0192,inDrop3,delta
human3_lib1.final_cell_0193,inDrop3,delta
human3_lib1.final_cell_0194,inDrop3,delta
human3_lib1.final_cell_0195,inDrop3,acinar
human3_lib1.final_cell_0196,inDrop3,acinar
human3_lib1.final_cell_0197,inDrop3,acinar
human3_lib1.final_cell_0198,inDrop3,alpha
human3_lib1.final_cell_0199,inDrop3,beta
human3_lib1.final_cell_0200,inDrop3,acinar
human3_lib1.final_cell_0201,inDrop3,acinar
human3_lib1.final_cell_0202,inDrop3,beta
human3_lib1.final_cell_0203,inDrop3,beta
human3_lib1.final_cell_0204,inDrop3,acinar
human3_lib1.final_cell_0205,inDrop3,alpha
human3_lib1.final_cell_0206,inDrop3,ductal
human3_lib1.final_cell_0207,inDrop3,alpha
human3_lib1.final_cell_0208,inDrop3,beta
human3_lib1.final_cell_0209,inDrop3,acinar
human3_lib1.final_cell_0210,inDrop3,beta
human3_lib1.final_cell_0211,inDrop3,acinar
human3_lib1.final_cell_0212,inDrop3,acinar
human3_lib1.final_cell_0213,inDrop3,beta
human3_lib1.final_cell_0214,inDrop3,acinar
human3_lib1.final_cell_0215,inDrop3,acinar
human3_lib1.final_cell_0216,inDrop3,delta
human3_lib1.final_cell_0217,inDrop3,delta
human3_lib1.final_cell_0218,inDrop3,beta
human3_lib1.final_cell_0219,inDrop3,beta
human3_lib1.final_cell_0220,inDrop3,acinar
human3_lib1.final_cell_0221,inDrop3,alpha
human3_lib1.final_cell_0222,inDrop3,alpha
human3_lib1.final_cell_0223,inDrop3,alpha
human3_lib1.final_cell_0224,inDrop3,acinar
human3_lib1.final_cell_0225,inDrop3,ductal
human3_lib1.final_cell_0226,inDrop3,beta
human3_lib1.final_cell_0227,inDrop3,alpha
human3_lib1.final_cell_0228,inDrop3,ductal
human3_lib1.final_cell_0229,inDrop3,alpha
human3_lib1.final_cell_0230,inDrop3,acinar
human3_lib1.final_cell_0231,inDrop3,activated_stellate
human3_lib1.final_cell_0232,inDrop3,alpha
human3_lib1.final_cell_0233,inDrop3,beta
human3_lib1.final_cell_0234,inDrop3,beta
human3_lib1.final_cell_0235,inDrop3,beta
human3_lib1.final_cell_0236,inDrop3,alpha
human3_lib1.final_cell_0237,inDrop3,alpha
human3_lib1.final_cell_0238,inDrop3,acinar
human3_lib1.final_cell_0239,inDrop3,alpha
human3_lib1.final_cell_0240,inDrop3,alpha
human3_lib1.final_cell_0241,inDrop3,beta
human3_lib1.final_cell_0242,inDrop3,beta
human3_lib1.final_cell_0243,inDrop3,alpha
human3_lib1.final_cell_0244,inDrop3,acinar
human3_lib1.final_cell_0245,inDrop3,beta
human3_lib1.final_cell_0246,inDrop3,acinar
human3_lib1.final_cell_0247,inDrop3,ductal
human3_lib1.final_cell_0248,inDrop3,beta
human3_lib1.final_cell_0249,inDrop3,beta
human3_lib1.final_cell_0250,inDrop3,alpha
human3_lib1.final_cell_0251,inDrop3,alpha
human3_lib1.final_cell_0252,inDrop3,alpha
human3_lib1.final_cell_0253,inDrop3,acinar
human3_lib1.final_cell_0254,inDrop3,alpha
human3_lib1.final_cell_0255,inDrop3,acinar
human3_lib1.final_cell_0256,inDrop3,alpha
human3_lib1.final_cell_0257,inDrop3,beta
human3_lib1.final_cell_0258,inDrop3,alpha
human3_lib1.final_cell_0259,inDrop3,beta
human3_lib1.final_cell_0260,inDrop3,beta
human3_lib1.final_cell_0261,inDrop3,delta
human3_lib1.final_cell_0262,inDrop3,activated_stellate
human3_lib1.final_cell_0263,inDrop3,alpha
human3_lib1.final_cell_0264,inDrop3,acinar
human3_lib1.final_cell_0265,inDrop3,ductal
human3_lib1.final_cell_0266,inDrop3,alpha
human3_lib1.final_cell_0267,inDrop3,alpha
human3_lib1.final_cell_0268,inDrop3,acinar
human3_lib1.final_cell_0269,inDrop3,beta
human3_lib1.final_cell_0270,inDrop3,acinar
human3_lib1.final_cell_0271,inDrop3,delta
human3_lib1.final_cell_0272,inDrop3,delta
human3_lib1.final_cell_0273,inDrop3,alpha
human3_lib1.final_cell_0274,inDrop3,delta
human3_lib1.final_cell_0275,inDrop3,beta
human3_lib1.final_cell_0276,inDrop3,activated_stellate
human3_lib1.final_cell_0277,inDrop3,alpha
human3_lib1.final_cell_0278,inDrop3,beta
human3_lib1.final_cell_0279,inDrop3,acinar
human3_lib1.final_cell_0280,inDrop3,alpha
human3_lib1.final_cell_0281,inDrop3,alpha
human3_lib1.final_cell_0282,inDrop3,acinar
human3_lib1.final_cell_0283,inDrop3,beta
human3_lib1.final_cell_0284,inDrop3,ductal
human3_lib1.final_cell_0285,inDrop3,alpha
human3_lib1.final_cell_0286,inDrop3,alpha
human3_lib1.final_cell_0287,inDrop3,beta
human3_lib1.final_cell_0288,inDrop3,ductal
human3_lib1.final_cell_0289,inDrop3,alpha
human3_lib1.final_cell_0290,inDrop3,quiescent_stellate
human3_lib1.final_cell_0291,inDrop3,alpha
human3_lib1.final_cell_0292,inDrop3,ductal
human3_lib1.final_cell_0293,inDrop3,alpha
human3_lib1.final_cell_0294,inDrop3,beta
human3_lib1.final_cell_0295,inDrop3,alpha
human3_lib1.final_cell_0296,inDrop3,alpha
human3_lib1.final_cell_0297,inDrop3,alpha
human3_lib1.final_cell_0298,inDrop3,delta
human3_lib1.final_cell_0299,inDrop3,alpha
human3_lib1.final_cell_0300,inDrop3,acinar
human3_lib1.final_cell_0301,inDrop3,delta
human3_lib1.final_cell_0302,inDrop3,acinar
human3_lib1.final_cell_0303,inDrop3,alpha
human3_lib1.final_cell_0304,inDrop3,beta
human3_lib1.final_cell_0305,inDrop3,ductal
human3_lib1.final_cell_0306,inDrop3,ductal
human3_lib1.final_cell_0307,inDrop3,acinar
human3_lib1.final_cell_0308,inDrop3,ductal
human3_lib1.final_cell_0309,inDrop3,ductal
human3_lib1.final_cell_0310,inDrop3,delta
human3_lib1.final_cell_0311,inDrop3,alpha
human3_lib1.final_cell_0312,inDrop3,beta
human3_lib1.final_cell_0313,inDrop3,beta
human3_lib1.final_cell_0314,inDrop3,delta
human3_lib1.final_cell_0315,inDrop3,alpha
human3_lib1.final_cell_0316,inDrop3,beta
human3_lib1.final_cell_0317,inDrop3,beta
human3_lib1.final_cell_0318,inDrop3,alpha
human3_lib1.final_cell_0319,inDrop3,alpha
human3_lib1.final_cell_0320,inDrop3,endothelial
human3_lib1.final_cell_0321,inDrop3,alpha
human3_lib1.final_cell_0322,inDrop3,beta
human3_lib1.final_cell_0323,inDrop3,beta
human3_lib1.final_cell_0324,inDrop3,alpha
human3_lib1.final_cell_0325,inDrop3,alpha
human3_lib1.final_cell_0326,inDrop3,acinar
human3_lib1.final_cell_0327,inDrop3,beta
human3_lib1.final_cell_0328,inDrop3,alpha
human3_lib1.final_cell_0329,inDrop3,beta
human3_lib1.final_cell_0330,inDrop3,acinar
human3_lib1.final_cell_0331,inDrop3,acinar
human3_lib1.final_cell_0332,inDrop3,alpha
human3_lib1.final_cell_0333,inDrop3,beta
human3_lib1.final_cell_0334,inDrop3,alpha
human3_lib1.final_cell_0335,inDrop3,alpha
human3_lib1.final_cell_0336,inDrop3,alpha
human3_lib1.final_cell_0337,inDrop3,alpha
human3_lib1.final_cell_0338,inDrop3,ductal
human3_lib1.final_cell_0339,inDrop3,delta
human3_lib1.final_cell_0340,inDrop3,alpha
human3_lib1.final_cell_0341,inDrop3,ductal
human3_lib1.final_cell_0342,inDrop3,ductal
human3_lib1.final_cell_0343,inDrop3,beta
human3_lib1.final_cell_0344,inDrop3,beta
human3_lib1.final_cell_0345,inDrop3,delta
human3_lib1.final_cell_0346,inDrop3,activated_stellate
human3_lib1.final_cell_0347,inDrop3,beta
human3_lib1.final_cell_0348,inDrop3,beta
human3_lib1.final_cell_0349,inDrop3,acinar
human3_lib1.final_cell_0350,inDrop3,alpha
human3_lib1.final_cell_0351,inDrop3,alpha
human3_lib1.final_cell_0352,inDrop3,alpha
human3_lib1.final_cell_0353,inDrop3,acinar
human3_lib1.final_cell_0354,inDrop3,alpha
human3_lib1.final_cell_0355,inDrop3,beta
human3_lib1.final_cell_0356,inDrop3,alpha
human3_lib1.final_cell_0357,inDrop3,beta
human3_lib1.final_cell_0358,inDrop3,alpha
human3_lib1.final_cell_0359,inDrop3,delta
human3_lib1.final_cell_0360,inDrop3,acinar
human3_lib1.final_cell_0361,inDrop3,activated_stellate
human3_lib1.final_cell_0362,inDrop3,acinar
human3_lib1.final_cell_0363,inDrop3,alpha
human3_lib1.final_cell_0364,inDrop3,beta
human3_lib1.final_cell_0365,inDrop3,activated_stellate
human3_lib1.final_cell_0366,inDrop3,alpha
human3_lib1.final_cell_0367,inDrop3,alpha
human3_lib1.final_cell_0368,inDrop3,alpha
human3_lib1.final_cell_0369,inDrop3,alpha
human3_lib1.final_cell_0370,inDrop3,alpha
human3_lib1.final_cell_0371,inDrop3,acinar
human3_lib1.final_cell_0372,inDrop3,alpha
human3_lib1.final_cell_0373,inDrop3,acinar
human3_lib1.final_cell_0374,inDrop3,alpha
human3_lib1.final_cell_0375,inDrop3,alpha
human3_lib1.final_cell_0376,inDrop3,ductal
human3_lib1.final_cell_0377,inDrop3,beta
human3_lib1.final_cell_0378,inDrop3,alpha
human3_lib1.final_cell_0379,inDrop3,delta
human3_lib1.final_cell_0380,inDrop3,beta
human3_lib1.final_cell_0381,inDrop3,activated_stellate
human3_lib1.final_cell_0382,inDrop3,ductal
human3_lib1.final_cell_0383,inDrop3,beta
human3_lib1.final_cell_0384,inDrop3,alpha
human3_lib1.final_cell_0385,inDrop3,acinar
human3_lib1.final_cell_0386,inDrop3,alpha
human3_lib1.final_cell_0387,inDrop3,alpha
human3_lib1.final_cell_0388,inDrop3,alpha
human3_lib1.final_cell_0389,inDrop3,acinar
human3_lib1.final_cell_0390,inDrop3,alpha
human3_lib1.final_cell_0391,inDrop3,acinar
human3_lib1.final_cell_0392,inDrop3,activated_stellate
human3_lib1.final_cell_0393,inDrop3,alpha
human3_lib1.final_cell_0394,inDrop3,beta
human3_lib1.final_cell_0395,inDrop3,beta
human3_lib1.final_cell_0396,inDrop3,beta
human3_lib1.final_cell_0397,inDrop3,activated_stellate
human3_lib1.final_cell_0398,inDrop3,acinar
human3_lib1.final_cell_0399,inDrop3,alpha
human3_lib1.final_cell_0400,inDrop3,ductal
human3_lib1.final_cell_0401,inDrop3,alpha
human3_lib1.final_cell_0402,inDrop3,beta
human3_lib1.final_cell_0403,inDrop3,beta
human3_lib1.final_cell_0404,inDrop3,beta
human3_lib1.final_cell_0405,inDrop3,alpha
human3_lib1.final_cell_0406,inDrop3,delta
human3_lib1.final_cell_0407,inDrop3,alpha
human3_lib1.final_cell_0408,inDrop3,beta
human3_lib1.final_cell_0409,inDrop3,beta
human3_lib1.final_cell_0410,inDrop3,alpha
human3_lib1.final_cell_0411,inDrop3,beta
human3_lib1.final_cell_0412,inDrop3,beta
human3_lib1.final_cell_0413,inDrop3,alpha
human3_lib1.final_cell_0414,inDrop3,beta
human3_lib1.final_cell_0415,inDrop3,alpha
human3_lib1.final_cell_0416,inDrop3,alpha
human3_lib1.final_cell_0417,inDrop3,alpha
human3_lib1.final_cell_0418,inDrop3,alpha
human3_lib1.final_cell_0419,inDrop3,acinar
human3_lib1.final_cell_0420,inDrop3,alpha
human3_lib1.final_cell_0421,inDrop3,beta
human3_lib1.final_cell_0422,inDrop3,acinar
human3_lib1.final_cell_0423,inDrop3,beta
human3_lib1.final_cell_0424,inDrop3,beta
human3_lib1.final_cell_0425,inDrop3,alpha
human3_lib1.final_cell_0426,inDrop3,delta
human3_lib1.final_cell_0427,inDrop3,alpha
human3_lib1.final_cell_0428,inDrop3,alpha
human3_lib1.final_cell_0429,inDrop3,alpha
human3_lib1.final_cell_0430,inDrop3,delta
human3_lib1.final_cell_0431,inDrop3,beta
human3_lib1.final_cell_0432,inDrop3,ductal
human3_lib1.final_cell_0433,inDrop3,ductal
human3_lib1.final_cell_0434,inDrop3,beta
human3_lib1.final_cell_0435,inDrop3,ductal
human3_lib1.final_cell_0436,inDrop3,endothelial
human3_lib1.final_cell_0437,inDrop3,ductal
human3_lib1.final_cell_0438,inDrop3,alpha
human3_lib1.final_cell_0439,inDrop3,acinar
human3_lib1.final_cell_0440,inDrop3,acinar
human3_lib1.final_cell_0441,inDrop3,alpha
human3_lib1.final_cell_0442,inDrop3,alpha
human3_lib1.final_cell_0443,inDrop3,beta
human3_lib1.final_cell_0444,inDrop3,alpha
human3_lib1.final_cell_0445,inDrop3,alpha
human3_lib1.final_cell_0446,inDrop3,beta
human3_lib1.final_cell_0447,inDrop3,acinar
human3_lib1.final_cell_0448,inDrop3,alpha
human3_lib1.final_cell_0449,inDrop3,beta
human3_lib1.final_cell_0450,inDrop3,alpha
human3_lib1.final_cell_0451,inDrop3,alpha
human3_lib1.final_cell_0452,inDrop3,alpha
human3_lib1.final_cell_0453,inDrop3,activated_stellate
human3_lib1.final_cell_0454,inDrop3,alpha
human3_lib1.final_cell_0455,inDrop3,alpha
human3_lib1.final_cell_0456,inDrop3,gamma
human3_lib1.final_cell_0457,inDrop3,beta
human3_lib1.final_cell_0458,inDrop3,ductal
human3_lib1.final_cell_0459,inDrop3,beta
human3_lib1.final_cell_0460,inDrop3,beta
human3_lib1.final_cell_0461,inDrop3,alpha
human3_lib1.final_cell_0462,inDrop3,ductal
human3_lib1.final_cell_0463,inDrop3,beta
human3_lib1.final_cell_0464,inDrop3,alpha
human3_lib1.final_cell_0465,inDrop3,alpha
human3_lib1.final_cell_0466,inDrop3,alpha
human3_lib1.final_cell_0467,inDrop3,alpha
human3_lib1.final_cell_0468,inDrop3,alpha
human3_lib1.final_cell_0469,inDrop3,ductal
human3_lib1.final_cell_0470,inDrop3,activated_stellate
human3_lib1.final_cell_0471,inDrop3,alpha
