cell_id,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63,latent_64
cell_0203,0.07163674,-0.1272743,-0.19942525,0.010136365,0.00855333,-0.04943043,-0.1087518,0.1521152,-0.07965949,-0.105004795,0.23157232,0.1495879,-0.091359116,0.1615379,0.14985721,0.04563151,0.19761448,-0.19357716,0.03779018,0.22449556,0.13030572,0.12521413,-0.02156822,0.024703287,-0.091277055,0.041310053,0.047814462,-0.20726188,-0.118626125,-0.16693556,0.05511791,0.17200072,0.09502215,0.11227412,-0.022334352,-0.032522995,-0.17733544,-0.10396136,-0.24856523,0.14112195,0.21033569,0.0058052824,0.027773906,-0.06869509,-0.1321376,-0.034306064,0.13119192,-0.053886987,0.063089125,0.18395546,0.108203925,-0.17280135,0.008396528,-0.20354816,0.1991842,-0.08336084,0.013028207,0.023840863,-0.03684226,-0.0113679515,0.024821848,0.16110453,0.0816275,0.1356284
cell_0204,0.12626314,-0.069790795,-0.15711465,0.043290604,0.072641745,0.025491767,-0.06792014,0.1438836,-0.06873863,-0.077716045,0.25636882,0.12830223,-0.08552946,0.14042227,0.24815328,-0.005188394,0.20876375,-0.16558968,0.09713862,0.2306873,0.10707947,0.07321777,-0.031931236,0.05805512,-0.106765375,0.057591014,0.035525933,-0.17319764,-0.09016997,-0.11542053,-0.011409782,0.1948715,0.052794926,0.11296994,-0.06880383,-0.036675468,-0.21707663,-0.07357038,-0.29254463,0.18133979,0.17472033,-0.004982434,-0.0652547,-0.014102418,-0.13656145,-0.04513574,0.09838438,-0.059772532,0.044739213,0.25014412,0.10311851,-0.1211524,0.00056421454,-0.21986254,0.18342419,-0.09419524,-0.01866096,0.0010310439,0.027242716,0.0347277,0.14162487,0.077815495,0.042106714,0.08298445
cell_0205,0.15507744,-0.11777739,-0.1764112,0.07971396,0.006748555,-0.050159324,-0.08575302,0.14010094,-0.06196131,-0.025415156,0.17624165,0.13918787,-0.07949447,0.206701,0.23393662,0.07785139,0.21646802,-0.18114397,0.08402491,0.21740155,0.107088074,0.10839624,-0.0025307394,-0.005955349,-0.114306346,0.03544012,0.04624607,-0.204067,-0.15539214,-0.071904846,0.062753126,0.16317432,0.066241734,0.15074535,0.009121646,0.039316118,-0.13834491,-0.06637277,-0.20125969,0.18242094,0.19105285,-0.030247059,-0.011709065,-0.12873684,-0.13127182,-0.031864762,0.112651445,-0.023375843,0.067956805,0.19053562,0.09062564,-0.08978384,-0.06660991,-0.25343794,0.22901458,-0.07734403,-0.002752392,0.04901135,0.01098874,-0.014126143,0.110029414,0.12652484,0.041136835,0.16297227
cell_0206,0.14177462,-0.11288162,-0.1314091,0.017420601,-0.02152463,-0.025310213,-0.1262058,0.15858418,-0.031324297,-0.09588586,0.25547484,0.1393745,-0.101295695,0.13895905,0.20563363,0.046351217,0.16071793,-0.18807769,0.03922793,0.26424247,0.0720906,0.0671697,0.002894809,0.00521847,-0.08621683,0.062430494,0.049258016,-0.17203353,-0.17745873,-0.12975073,0.028551087,0.17277619,0.07162315,0.15971111,-0.052876484,-0.121652044,-0.2082637,-0.14357358,-0.2152964,0.17665525,0.22681789,-0.059069317,-0.035008173,-0.0777686,-0.15264498,-0.002281865,0.0907351,-0.025784818,0.045751743,0.21217097,0.096166015,-0.11321275,-0.05883455,-0.2089731,0.12812111,-0.09462362,-0.0436315,0.0010466723,-0.015518999,0.010591714,0.14497349,0.09785122,0.0016948226,0.123111345
cell_0207,0.14741404,-0.1916952,-0.14368725,0.019693574,0.014789137,-0.034761515,-0.075695865,0.18815239,-0.103485055,-0.044165913,0.21112019,0.097851366,-0.15533417,0.17063497,0.22567731,0.06608561,0.17400841,-0.22127454,0.03911167,0.25416946,0.05995538,0.091012575,-0.0074009923,0.011740452,-0.055309247,0.046994947,-0.0042428304,-0.19630153,-0.15907867,-0.096414156,0.09374314,0.18800941,0.063991636,0.056223057,-0.036620084,-0.026124047,-0.1258492,-0.061793823,-0.28064448,0.15502997,0.21039712,0.011755125,0.012911384,-0.0646612,-0.18997514,-0.021426843,0.115972005,-0.029733485,0.070335425,0.1997012,0.083772,-0.12548101,-0.01882092,-0.1952598,0.11009415,-0.106282316,-0.01755687,0.07160966,-0.09028968,0.023087217,0.052893545,0.14490741,0.060535755,0.141924
cell_0208,0.103590526,-0.14835176,-0.18174982,-0.032155998,0.046772044,-0.04833939,-0.07185909,0.20257825,-0.0838944,-0.057937436,0.23115888,0.090366945,-0.11628087,0.14602421,0.27870065,0.018518293,0.23147587,-0.22046064,0.023583783,0.23448858,0.0317014,0.06894771,-0.002063243,0.019026063,-0.01805456,0.036665197,0.0056004426,-0.24691258,-0.10068694,-0.06910574,0.045905218,0.22621089,0.039328735,0.050824553,-0.014036933,-0.026401712,-0.23595758,0.003001838,-0.29270047,0.16590571,0.19876511,-0.028329965,-0.1161675,-0.021402093,-0.11318414,-0.014235982,0.13638629,0.01821221,-0.022097949,0.14928244,0.05689841,-0.08413643,0.0038099652,-0.2124247,0.12335967,-0.12920901,0.0039937166,-0.007305237,-0.057789102,0.017728306,0.060465373,0.11870154,0.07931204,0.06988318
cell_0209,0.094433695,-0.071345024,-0.11197065,0.053136807,0.050201546,-0.070863105,-0.10584587,0.09048366,-0.078363135,-0.08975406,0.1692264,0.1435691,-0.14965166,0.18641888,0.21758491,0.042425536,0.19129631,-0.23371285,0.10843949,0.26011673,0.071496844,0.06562176,-0.07027923,0.090825245,-0.11766895,0.07052908,-0.004246795,-0.1572155,-0.09365371,-0.09514951,0.015138628,0.17982577,0.080768965,0.1699715,-0.091144174,-0.057354633,-0.10724508,-0.09568635,-0.27681133,0.17984354,0.24205439,-0.00093560875,0.03246818,-0.10441786,-0.120545454,-0.06593231,0.13311099,-0.02170561,0.0430632,0.23904712,0.06247316,-0.15410973,-0.06942634,-0.1907826,0.12119994,-0.06709933,0.030468663,0.026699333,-0.04652803,-0.0014676412,0.09965733,0.13639571,0.05005702,0.14356528
cell_0210,0.104610056,-0.17256847,-0.14666891,0.027709976,-0.009943872,-0.015663277,-0.04110337,0.20284294,-0.10279071,-0.035805795,0.20740044,0.13733216,-0.14553975,0.12753873,0.21932343,0.09128526,0.18209922,-0.17174894,0.06345957,0.28492126,0.04946581,0.14063756,0.041253887,0.040797286,-0.053377226,0.05969209,0.011768498,-0.2119063,-0.13449305,-0.06138713,0.030567946,0.14807726,0.08464505,0.05417721,0.029294416,-0.04219363,-0.12025968,-0.05853342,-0.2088607,0.24096003,0.20185117,-0.02247476,-0.032370545,-0.09669005,-0.14931335,-0.06478963,0.110433914,-2.578965e-05,0.11125206,0.20299882,0.10928902,-0.07924057,-0.02302945,-0.22661477,0.12384933,-0.10068954,-0.022629293,0.078537665,-0.10013785,0.053852927,0.042908672,0.20250705,0.094776094,0.11543397
cell_0211,0.121012904,-0.11095156,-0.14353225,-0.012917308,0.04256402,-0.0066623767,-0.109438136,0.14487539,-0.022449112,-0.032014158,0.13448648,0.16307199,-0.11341879,0.14481567,0.24949718,0.034165796,0.21704909,-0.1936018,0.08485698,0.21711636,0.108133644,0.13264935,-0.0406288,-0.04421922,-0.058048937,0.047942247,0.05758817,-0.19911772,-0.12062515,-0.063911855,0.006016669,0.17475055,0.07109146,0.13328393,-0.014191528,0.019616911,-0.1697834,-0.08033057,-0.24780859,0.20061533,0.22439264,0.008142736,-0.033554696,-0.073942624,-0.1419956,-0.022326672,0.11669842,-0.04511142,0.031497136,0.21754536,0.08298971,-0.11741307,-0.01128065,-0.24956436,0.18536952,-0.12769453,-0.054569863,0.106672965,-0.035456773,0.0018481209,0.12478309,0.15873638,0.030749189,0.10612097
cell_0212,0.18466078,-0.1393783,-0.16095746,0.025122833,-0.03913947,-0.060692586,-0.085618146,0.16290918,-0.0065323035,-0.10006144,0.22401078,0.07075903,-0.035339117,0.14944091,0.2378587,0.030627405,0.18373044,-0.08221585,0.05829306,0.2745763,0.113826975,0.1437318,0.0038954758,0.007661888,-0.019815406,0.06532228,0.07548828,-0.21686918,-0.14360005,-0.060596123,0.027827471,0.21108548,0.06676651,0.17223883,-0.046248045,0.0015265846,-0.21004264,-0.04598446,-0.21965563,0.19099805,0.18484536,-0.05886183,-0.028954312,-0.07595983,-0.12492158,0.029192943,0.14092937,-0.030241031,0.062342796,0.15114667,0.10600992,-0.08889675,-0.077812865,-0.23627065,0.18996017,-0.13906272,0.0035967224,0.048838455,-0.018459786,0.013782239,0.09110241,0.039451968,-0.023575455,0.17112854
cell_0213,0.1134609,-0.14201033,-0.18996538,-0.0059056226,0.020247756,-0.07679511,-0.07087994,0.1424182,-0.073909625,-0.06531871,0.19636497,0.16295557,-0.10685184,0.15608095,0.24474037,0.051394373,0.19826637,-0.22650445,0.08365363,0.22825395,0.07249257,0.077707075,-0.046183262,0.02841112,-0.12014645,0.03900267,0.06651172,-0.1608339,-0.17015055,-0.14072932,0.0517465,0.17710271,0.07846807,0.16465215,-0.033097096,-0.035037387,-0.15035176,-0.07119316,-0.22363105,0.18389322,0.18098517,-0.03195021,-0.05385469,-0.05686121,-0.13710359,-0.05134249,0.15107033,-0.07078838,0.03274132,0.21930994,0.111978896,-0.12600052,-0.07153294,-0.15791935,0.16513658,-0.09050226,0.019612297,0.0013589917,-0.018623859,0.012742953,0.107080035,0.12474629,0.09266665,0.13111417
cell_0214,0.061148144,-0.1229288,-0.19515003,-0.0012815761,-0.012388112,0.029169625,-0.116212934,0.13396606,-0.038290687,-0.08210965,0.20628364,0.18719772,-0.07888355,0.20598294,0.2509122,0.06539475,0.20007496,-0.19162658,0.10359543,0.24018659,0.06725234,0.049497083,-0.0053021596,0.028852072,-0.10539191,0.07198437,0.12873171,-0.1795751,-0.09567879,-0.103188224,0.01993543,0.20732677,0.08279673,0.16156611,-0.0151140625,-0.06856552,-0.14595535,-0.12552802,-0.21680617,0.16229863,0.22355027,-0.029895725,-0.048746347,-0.05813896,-0.10231543,-0.016458714,0.14695895,-0.028490378,0.022687733,0.1825148,0.053512894,-0.10745972,-0.054238215,-0.18171094,0.17104544,-0.0979231,-0.03474002,0.020434864,0.04439977,0.04061381,0.14809796,0.13969229,0.025641747,0.13841845
cell_0215,0.100378335,-0.13695651,-0.08133803,0.045438826,0.021724662,-0.020778313,-0.118046805,0.12925388,-0.064102136,-0.073379725,0.24954005,0.05475009,-0.16943751,0.21753944,0.26080927,0.047338367,0.21145637,-0.25211856,0.047119826,0.2586345,0.04645028,0.07655484,-0.0225407,0.051993053,-0.055828426,0.020367142,0.023617344,-0.1782501,-0.1237464,-0.08268621,0.059048776,0.13270804,0.021237623,0.15450343,-0.029858608,-0.047106415,-0.16670507,-0.12189334,-0.24706736,0.223709,0.19991194,0.025932029,-0.066809595,-0.081529774,-0.104520895,-0.034344707,0.1126712,-0.061339766,0.00079682266,0.1916775,0.05310056,-0.112658925,-0.07625137,-0.24385706,0.051802948,-0.07295206,-0.0504936,0.025487216,-0.059881285,0.04601111,0.095766805,0.13428134,0.0853879,0.1083574
cell_0216,0.18816857,-0.093940824,0.0067966096,0.10406083,-0.014419382,-0.077613845,-0.15153053,0.03840133,-0.017954571,-0.06180442,0.22315796,-0.00043790083,-0.19061811,0.16171858,0.259062,0.09722868,0.18782105,-0.20058319,0.042296838,0.33694467,0.08971868,0.07238568,-0.024516536,0.05527198,-0.09436423,0.027558222,0.015496585,-0.17720364,-0.12953342,-0.11342664,0.029384997,0.16620359,0.041545704,0.15827559,-0.019518726,-0.020413078,-0.1248361,-0.06060368,-0.2600205,0.22473195,0.18882932,-0.003137555,0.03341679,-0.1625318,-0.15883234,-0.037440173,0.15522058,-0.051873613,0.04876377,0.18547928,0.05837608,-0.10827534,-0.05605558,-0.194343,0.13351187,-0.06320121,-0.049397152,0.038141664,-0.06899143,0.01924166,0.04512204,0.048605025,0.015035656,0.064516366
cell_0217,0.10479289,-0.14669287,-0.1340178,-0.03889948,0.007106052,-0.025246363,-0.07778547,0.15591429,-0.08655156,-0.0514809,0.23239908,0.09735934,-0.119196706,0.19766027,0.2728587,0.10814103,0.21221463,-0.21549669,0.094259605,0.27966022,0.05423144,0.09821466,-0.0047669476,0.01928519,-0.049604405,0.035950202,0.007803557,-0.21712114,-0.10048192,-0.0864966,0.06221336,0.19527726,0.08005953,0.0784116,-0.0284484,-0.054087985,-0.10969005,-0.10991668,-0.22220361,0.21178244,0.19328871,-0.053822454,-0.0144866565,-0.07592541,-0.19908404,-0.036168385,0.12702139,-0.010887633,0.068070725,0.12185232,0.062351137,-0.08643477,-0.00086468545,-0.20753834,0.12233583,-0.085523225,-0.021930372,0.06554578,-0.070903905,0.06617476,0.124185465,0.1711687,0.039558012,0.0843445
cell_0218,0.14469299,-0.13206245,-0.016900338,0.037017845,-0.023626028,0.02498285,-0.0794154,0.14996909,-0.06857171,-0.015268711,0.17755131,0.0978099,-0.108997464,0.22695182,0.25827008,0.040878773,0.17902398,-0.2434018,0.04489539,0.3037411,0.009330477,0.046389464,0.036729556,0.046451896,-0.11948146,0.03398593,0.029753556,-0.13876094,-0.13757057,-0.06825237,0.042124018,0.15409666,0.01955559,0.1773667,-0.10004704,-0.10322205,-0.0900678,-0.16873401,-0.20438609,0.19761488,0.17133772,-0.032551732,-0.08651911,-0.0861561,-0.101739325,0.021912262,0.120791994,0.04448541,-0.006765735,0.28112525,0.0952752,-0.08419319,-0.066664524,-0.24151695,0.04974608,-0.0068293097,-0.11120832,0.12331725,-0.020162178,0.071705155,0.15181772,0.106451645,0.011420622,0.073470205
cell_0219,0.13808435,-0.11934737,-0.15367195,-0.00026675162,0.029052425,-0.058355235,-0.11443528,0.17590511,-0.06689233,-0.08201864,0.2347595,0.13499208,-0.08341681,0.13217144,0.24567074,0.020501094,0.211978,-0.1443041,0.088814,0.24581805,0.08019318,0.102403566,-0.04553085,-0.010531885,-0.0912187,0.04129731,0.041321617,-0.20519863,-0.12269292,-0.087511405,0.07637878,0.17686431,0.04085343,0.13448288,0.030255197,0.021536808,-0.12904593,-0.0676634,-0.21648046,0.19806609,0.20251109,-0.06342962,0.030447196,-0.0916558,-0.14318427,-0.019568715,0.11146779,-0.03746015,0.095539086,0.22661045,0.088621005,-0.13059762,-0.08818423,-0.23696275,0.1992805,-0.09607594,-0.0124586,0.05808086,-0.016016936,0.024365403,0.07312824,0.13766815,-0.0008969201,0.11718615
cell_0220,0.15292822,-0.12725753,-0.18207912,-0.01809477,0.009573377,-0.07103838,-0.08993603,0.14982776,-0.04288308,-0.060884103,0.25339717,0.09091124,-0.055549953,0.11674155,0.2462098,0.01675924,0.15908241,-0.18315487,0.01833083,0.26913744,0.06003522,0.10035403,0.025939366,-0.0136189265,-0.08213846,0.06658673,0.04203483,-0.18756965,-0.18454373,-0.11820646,0.04761549,0.22493555,0.041769695,0.15197428,-0.0654998,-0.041601017,-0.17961758,-0.11308126,-0.13762608,0.19029878,0.20770764,-0.096488185,-0.016768806,-0.0057492834,-0.13528499,0.022142623,0.12993394,-0.0049006566,0.043182015,0.20685339,0.13851029,-0.10489889,-0.03576027,-0.27849615,0.17266797,-0.104475625,0.0036434652,0.0014559191,-0.022533704,-0.017780412,0.07611884,0.06036033,0.04088497,0.120656274
cell_0221,0.09149725,-0.15937878,-0.19120905,-0.0069776103,0.0021495414,-0.04503195,-0.09015941,0.17945613,-0.059703156,-0.008776661,0.17629609,0.11438957,-0.14620326,0.12527826,0.24765958,0.06737841,0.19059183,-0.14072098,0.043140803,0.2526133,0.08331667,0.08487841,0.05081541,-0.04887924,-0.030733274,0.026638502,0.033983696,-0.22930501,-0.17575721,-0.08126281,0.047408495,0.21927129,0.055749983,0.15245531,0.07463968,0.011303152,-0.15148667,-0.017008595,-0.2671065,0.20886143,0.20322193,-0.031238807,-0.059202038,-0.14470954,-0.12822823,-0.049641874,0.08296661,0.021343103,0.05005948,0.17463394,0.1001006,-0.077737704,-0.03300985,-0.23574315,0.15644048,-0.11027578,-0.015019061,0.09568788,-0.03845008,0.1012574,0.087783515,0.08417934,0.02233165,0.10186561
cell_0222,0.12913369,-0.13897227,-0.1620401,-0.040522166,0.05561218,-0.05968976,-0.13313912,0.087969504,-0.097370066,-0.008256533,0.20378184,0.07419643,-0.120075434,0.08262394,0.31385055,0.08307762,0.13563907,-0.22497587,0.045465,0.20152283,0.009824016,0.07094493,0.006205951,0.016849913,-0.057993285,-0.023687843,0.08544428,-0.20589964,-0.13819425,-0.15621464,0.04785972,0.14968117,0.06035,0.09425898,-0.047585156,0.04707522,-0.21056385,-0.033362918,-0.25217536,0.15727563,0.23618275,0.01162415,-0.06390768,-0.01297687,-0.15845345,-0.031024938,0.121997885,-0.061420023,0.073071755,0.18047059,0.15761644,-0.17773691,0.0015376185,-0.23222597,0.13587663,-0.10878328,-0.019637631,-0.023276033,-0.0068200636,-0.013805273,0.09563804,0.1318192,0.09293378,0.10596236
cell_0223,0.095177524,-0.14239314,-0.14310703,-0.029619943,0.010306999,-0.024863841,-0.11695245,0.13841896,-0.062222753,-0.02015078,0.23265478,0.13763218,-0.04485026,0.19747125,0.27592808,0.03603022,0.22971389,-0.17419219,0.078426935,0.27787536,0.0929681,0.059217665,0.0130904,0.027643502,-0.11884019,0.086564116,0.07789045,-0.19887827,-0.14421457,-0.1102216,0.057157483,0.18247268,0.0550917,0.15333824,-0.011298922,-0.025508838,-0.14901218,-0.09450968,-0.20018585,0.17512079,0.18303268,-0.03477798,-0.045528404,-0.05825535,-0.1267455,-0.016389102,0.11112299,-0.02626165,0.03100666,0.20077398,0.08426085,-0.08688187,-0.09155825,-0.22114824,0.20156705,-0.08167386,-0.052873354,0.028662166,0.026202813,-0.01536378,0.1073742,0.07425964,-0.017206844,0.15002534
cell_0224,0.12260065,-0.09594287,-0.10801866,0.03547566,-0.0104041435,-0.009732946,-0.19284353,0.04888452,-0.07099474,-0.051342502,0.19412343,0.14686395,-0.035679452,0.108256586,0.22564271,0.023900937,0.14842622,-0.23854561,0.15329973,0.2122655,0.047809366,0.09434532,-0.01551861,0.104322515,-0.107390165,0.07106572,0.008052562,-0.1544942,-0.12793736,-0.17156349,-0.045588803,0.14057063,0.089072324,0.13788429,-0.14088161,-0.05722265,-0.23011553,-0.17234702,-0.2658253,0.13290597,0.22781062,0.019348469,-0.03797674,0.039076827,-0.16400574,0.0124177765,0.1437461,-0.060971044,0.04439581,0.15243661,0.14057331,-0.14985298,0.03322035,-0.18591976,0.10529912,-0.033136714,-0.04542434,-0.007842631,-0.07990154,-0.048476454,0.13643344,0.16339077,0.08659667,0.083753355
cell_0225,0.13390595,-0.13181028,-0.1657058,0.018619807,0.019550638,-0.0068887845,-0.07142401,0.13397025,-0.081670575,-0.010923572,0.24811262,0.14034644,-0.11583458,0.15650012,0.17458366,0.096777506,0.1694434,-0.25084105,0.058438342,0.25938696,0.09405402,0.10425431,0.0073747444,-0.0074181072,-0.08248016,0.019484924,0.03365046,-0.17037334,-0.15103784,-0.11903915,0.023750596,0.18374337,0.036772266,0.11182703,0.013748529,-0.055349328,-0.22831485,-0.064409815,-0.21862736,0.1845647,0.20556492,0.018538289,-0.027449423,-0.0036549598,-0.18315764,0.018639179,0.09058905,-0.061073933,0.05931864,0.18843473,0.161242,-0.06725045,0.055027112,-0.23343584,0.18635005,-0.1376972,-0.03536866,0.004320714,-0.013738913,0.019471277,0.07834079,0.11879345,0.008928358,0.097147115
cell_0226,0.14844845,-0.15281837,-0.16290833,0.004127418,-0.0136783235,-0.02793989,-0.08442593,0.12316379,-0.0017437586,-0.102114715,0.15820754,0.14375082,-0.06995984,0.1449684,0.28319225,0.024148244,0.167534,-0.16823927,0.110810004,0.2668558,0.11667729,0.055385318,0.044155285,0.047472317,-0.1319546,0.07060972,0.111871935,-0.1747453,-0.11407247,-0.10060406,0.046868533,0.13959648,0.04311821,0.18122636,-0.058883786,-0.07726473,-0.0983966,-0.13629588,-0.20764923,0.23247407,0.1854918,-0.0447067,-0.0020783306,-0.14873724,-0.08393498,-0.05041913,0.17011365,-0.00898792,0.054147083,0.18826364,0.0476075,-0.14195453,-0.0836967,-0.19059864,0.103266425,-0.030189877,-0.049394418,0.057848327,-0.0040020095,0.08217729,0.13900845,0.12708874,0.106093414,0.17109163
cell_0227,0.16863464,-0.123105146,-0.12354759,-0.0066074883,0.00031444925,-0.06176251,-0.04185808,0.13469349,-0.09418332,-0.065159455,0.21791884,0.1530144,-0.12225782,0.15422134,0.19264397,0.08160462,0.18802437,-0.18832085,0.06564319,0.25936362,0.09334292,0.06502236,-0.03666016,0.0127179455,-0.058669426,0.065351054,0.028169366,-0.18009558,-0.17198443,-0.11314907,0.09420475,0.17465207,0.06847489,0.13800697,0.009926436,0.03340493,-0.1851058,-0.04482807,-0.22051251,0.15940005,0.19242623,-0.041687656,0.013604503,-0.109566875,-0.16409926,0.0065207924,0.14480057,-0.050158616,0.03984219,0.21865506,0.1823548,-0.10499005,-0.038202338,-0.22063328,0.20033202,-0.11434192,0.03571862,0.03104954,-0.06651219,-0.019187728,0.0309302,0.10747696,0.03565162,0.12973157
cell_0228,0.120795034,-0.1108667,-0.16387747,0.05636245,0.014486587,-0.075615555,-0.0649955,0.1581085,-0.083730154,-0.115573354,0.18899025,0.11931373,-0.08832992,0.1603444,0.19688746,0.11979537,0.19907174,-0.17901061,0.049243797,0.26712504,0.108344905,0.18529825,-0.014892978,0.0015316616,-0.07297604,0.03308611,0.015586766,-0.16291669,-0.12658423,-0.09706562,0.047516637,0.15228927,0.09615247,0.1305974,0.009345662,0.02368861,-0.14994127,-0.08209862,-0.2248644,0.13427877,0.18944655,-0.034702558,0.05862457,-0.123334974,-0.16416432,-0.017998429,0.13480291,-0.066412866,0.070244044,0.20463017,0.121743724,-0.11076201,-0.04015488,-0.24557705,0.20780993,-0.12126959,0.010677749,0.05753114,-0.070188016,-0.008151131,0.038743142,0.12212522,-0.021424025,0.16051602
cell_0229,0.20225157,-0.10082297,-0.116072685,0.01489892,-0.01702957,-0.08875774,-0.062499717,0.075875185,-0.07204638,-0.025896603,0.14133371,0.17882301,-0.15902703,0.1281383,0.25878355,0.05168194,0.2025935,-0.24472858,0.045098357,0.29432067,0.035753198,0.07089277,-0.024313074,-0.02394457,-0.09910977,0.035242893,0.011730569,-0.14745921,-0.14790455,-0.13502234,0.061113197,0.20099747,0.033265192,0.13119589,-0.031619236,-0.056381825,-0.178074,-0.09789872,-0.2025538,0.1865221,0.17362446,-0.02402554,-0.03193503,-0.082727745,-0.18704094,0.007942619,0.092437774,-0.044681422,-0.0014479948,0.24386725,0.14716049,-0.11124949,-0.010176224,-0.21895075,0.1604982,-0.07942806,-0.032040406,0.0503387,-0.01360594,-0.012051269,0.09261568,0.099142,-0.01998766,0.11784712
cell_0230,0.15102348,-0.08009034,-0.14009507,0.043626364,0.030166905,-0.060007505,-0.07500816,0.11081585,-0.11147725,-0.09113978,0.14607333,0.20204957,-0.14769949,0.1858541,0.18750516,0.087189056,0.19551282,-0.20252563,0.12465531,0.20840055,0.10230589,0.13349105,-0.023866864,0.00021236275,-0.108256884,0.0199006,0.027049737,-0.19223972,-0.13222177,-0.07078924,0.06206965,0.18267265,0.060895514,0.17626731,0.008987652,-0.002197533,-0.19675702,-0.09332049,-0.1976744,0.16760641,0.16903715,-0.01756361,-0.061866242,-0.092209,-0.16512041,0.047568128,0.07653494,-0.0480571,0.040310454,0.21045032,0.099031605,-0.09512779,-0.04014244,-0.22695251,0.20391232,-0.06821743,-0.04914282,0.03789088,0.00017080268,0.0062657837,0.14376383,0.1489415,0.015380322,0.1696171
cell_0231,0.1858893,-0.17157567,-0.1686837,0.062643096,0.0066755097,-0.034231823,-0.1061696,0.16469942,-0.060736105,-0.00926224,0.19623081,0.11348966,-0.10250726,0.10865068,0.24444883,0.04120064,0.19912933,-0.15164275,0.03998412,0.2906496,0.06527504,0.10503458,0.017811146,-0.0041115587,-0.070035376,0.015484721,0.015452493,-0.19357325,-0.13784827,-0.093591586,0.07358665,0.15251797,0.050310213,0.11327016,-0.015463462,-0.016409842,-0.13222171,-0.05946351,-0.21209852,0.21534663,0.2062166,0.0067524277,0.016327234,-0.07527007,-0.15921737,-0.014167694,0.11243412,-0.010991671,0.0959493,0.17301746,0.15211776,-0.09248869,-0.021056233,-0.25827783,0.18449502,-0.14686531,-0.014641241,0.06946533,-0.047200724,0.054991603,0.036882244,0.10993089,0.012695829,0.16996482
cell_0232,0.09085941,-0.18691334,-0.15182962,0.053758547,-0.011038104,-0.022253113,-0.08011001,0.18341209,-0.05324362,-0.062435642,0.16254377,0.118516184,-0.086166255,0.15312871,0.27096295,0.07820371,0.17403705,-0.14059536,0.033469204,0.2926478,0.055203486,0.13303964,0.015462754,-0.039614722,-0.052412044,-0.015216469,0.020082977,-0.2439331,-0.06144692,0.02752968,0.0018001632,0.15111542,0.015791701,0.13383296,0.06978937,-0.036011163,-0.07648641,-0.040649515,-0.23572999,0.20823647,0.2197376,-0.038341194,0.030841406,-0.18073273,-0.11992392,-0.09840781,0.10465805,0.03619898,0.085071035,0.19921982,0.023727816,-0.058836132,-0.056738503,-0.26066405,0.1749235,-0.0834124,0.00474584,0.11416973,-0.03984806,0.09526099,0.08139075,0.14147231,0.025786458,0.14762597
cell_0233,0.08651711,-0.13666123,-0.22822379,-0.025882564,0.053834863,0.013254105,-0.03666784,0.18314104,-0.087991446,-0.062150665,0.19511686,0.19976723,-0.085236095,0.14412344,0.1723596,0.046435915,0.20930272,-0.18694171,0.06898678,0.22257999,0.12348064,0.16974035,-0.014237102,0.009455857,-0.06683898,0.024103506,0.07139344,-0.18810758,-0.095412344,-0.13925892,0.04999041,0.16035193,0.11276579,0.09155251,0.025445046,-0.023311958,-0.1883521,-0.10912042,-0.26007888,0.16190298,0.18359368,0.0061439313,-0.03267977,-0.053636648,-0.17289746,-0.03476269,0.15306017,-0.08898678,0.037905835,0.17372929,0.07251847,-0.090435,0.004569285,-0.19667508,0.18499692,-0.12767325,-0.013382879,0.052044187,-0.0581362,-0.019758552,0.07918796,0.16243662,0.037535768,0.1237951
cell_0234,0.17573245,-0.11668768,-0.09429127,-0.008353249,-0.009455198,-0.00878199,-0.053029116,0.17184064,-0.06858177,-0.06481194,0.16556367,0.16113596,-0.15373503,0.17080837,0.22388451,0.052230142,0.26870716,-0.23439606,0.11212526,0.29767832,0.03431885,0.07900037,-0.027401784,0.011943759,-0.1207877,0.016311245,0.016993312,-0.14724652,-0.2181249,-0.1091547,0.067369826,0.20056304,0.052386668,0.13190646,0.0053239716,-0.008222805,-0.1536794,-0.0566229,-0.19766918,0.19179085,0.15190566,-0.027707603,-0.046204895,-0.024208756,-0.11813031,0.0029319439,0.1067125,-0.033054527,0.008359603,0.2286511,0.15263438,-0.042095356,-0.015605209,-0.20151843,0.122177854,-0.10427424,-0.05481389,0.1084238,-0.04039218,0.024865553,0.08830998,0.11941678,-0.018946864,0.09453175
